name,url
720,GENOTROPIN PRESERVATIVE FREE,viewrating.asp?drug=20280&name=GENOTROPIN+PRESERVATIVE+FREE
721,GENTAMICIN,viewrating.asp?drug=62307&name=GENTAMICIN
722,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,viewrating.asp?drug=62414&name=GENTAMICIN+SULFATE+IN+SODIUM+CHLORIDE+0%2E9%25+IN+PLASTIC+CONTAINER
723,GEODON,viewrating.asp?drug=20825&name=GEODON
724,GILDESS FE 1.5/30,viewrating.asp?drug=77075&name=GILDESS+FE+1%2E5%2F30
725,GILDESS FE 1/20,viewrating.asp?drug=77077&name=GILDESS+FE+1%2F20
726,GILENYA,viewrating.asp?drug=22527&name=GILENYA
727,GILOTRIF,viewrating.asp?drug=201292&name=GILOTRIF
728,GLATOPA,viewrating.asp?drug=90218&name=GLATOPA
729,GLEEVEC,viewrating.asp?drug=21588&name=GLEEVEC
730,GLIPIZIDE,viewrating.asp?drug=74223&name=GLIPIZIDE
731,GLUCOPHAGE,viewrating.asp?drug=20357&name=GLUCOPHAGE
732,GLUCOPHAGE XR,viewrating.asp?drug=21202&name=GLUCOPHAGE+XR
733,GLUCOTROL,viewrating.asp?drug=17783&name=GLUCOTROL
734,GLUCOTROL XL,viewrating.asp?drug=20329&name=GLUCOTROL+XL
735,GLUCOVANCE,viewrating.asp?drug=21178&name=GLUCOVANCE
736,GLUMETZA,viewrating.asp?drug=21748&name=GLUMETZA
737,GLYBURIDE,viewrating.asp?drug=74388&name=GLYBURIDE
738,GLYBURIDE (MICRONIZED),viewrating.asp?drug=20055&name=GLYBURIDE+%28MICRONIZED%29
739,GLYCOPYRROLATE,viewrating.asp?drug=81169&name=GLYCOPYRROLATE
740,GOLYTELY,viewrating.asp?drug=19011&name=GOLYTELY
741,GONAL-F,viewrating.asp?drug=20378&name=GONAL%2DF
742,GRALISE,viewrating.asp?drug=22544&name=GRALISE
743,GRIFULVIN V,viewrating.asp?drug=50448&name=GRIFULVIN+V
744,GRIS-PEG,viewrating.asp?drug=50475&name=GRIS%2DPEG
745,GYNE-LOTRIMIN,viewrating.asp?drug=18052&name=GYNE%2DLOTRIMIN
746,GYNE-LOTRIMIN 3,viewrating.asp?drug=20525&name=GYNE%2DLOTRIMIN+3
747,H.P. ACTHAR GEL,viewrating.asp?drug=8372&name=H%2EP%2E+ACTHAR+GEL
748,HABITROL,viewrating.asp?drug=20076&name=HABITROL
749,HALCION,viewrating.asp?drug=17892&name=HALCION
750,HALDOL,viewrating.asp?drug=15922&name=HALDOL
751,HALFLYTELY,viewrating.asp?drug=21551&name=HALFLYTELY
752,HALOPERIDOL,viewrating.asp?drug=70276&name=HALOPERIDOL
753,HALOPERIDOL DECANOATE,viewrating.asp?drug=74811&name=HALOPERIDOL+DECANOATE
754,HARVONI,viewrating.asp?drug=205834&name=HARVONI
755,HECTOROL,viewrating.asp?drug=20862&name=HECTOROL
756,HELIDAC,viewrating.asp?drug=50719&name=HELIDAC
757,HEPARIN LOCK FLUSH,viewrating.asp?drug=5264&name=HEPARIN+LOCK+FLUSH
758,HEPARIN SODIUM,viewrating.asp?drug=4570&name=HEPARIN+SODIUM
759,"HEPARIN SODIUM 20,000 UNITS IN DEXTROSE 5% IN PLASTIC CONTAINER",viewrating.asp?drug=19805&name=HEPARIN+SODIUM+20%2C000+UNITS+IN+DEXTROSE+5%25+IN+PLASTIC+CONTAINER
760,HEXALEN,viewrating.asp?drug=19926&name=HEXALEN
761,HORIZANT,viewrating.asp?drug=22399&name=HORIZANT
762,HUMALOG,viewrating.asp?drug=20563&name=HUMALOG
763,HUMALOG MIX 75/25,viewrating.asp?drug=21017&name=HUMALOG+MIX+75%2F25
764,HUMATIN,viewrating.asp?drug=62310&name=HUMATIN
765,HUMATROPE,viewrating.asp?drug=19640&name=HUMATROPE
766,HUMIRA,viewrating.asp?drug=125057&name=HUMIRA
767,HUMULIN 70/30,viewrating.asp?drug=19717&name=HUMULIN+70%2F30
768,HUMULIN R,viewrating.asp?drug=18780&name=HUMULIN+R
769,HYCODAN,viewrating.asp?drug=5213&name=HYCODAN
770,HYCOMINE,viewrating.asp?drug=19410&name=HYCOMINE
771,HYDERGINE,viewrating.asp?drug=9087&name=HYDERGINE
772,HYDRALAZINE HCL,viewrating.asp?drug=40136&name=HYDRALAZINE+HCL
773,HYDREA,viewrating.asp?drug=16295&name=HYDREA
774,HYDROCHLOROTHIAZIDE,viewrating.asp?drug=75640&name=HYDROCHLOROTHIAZIDE
775,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,viewrating.asp?drug=40084&name=HYDROCODONE+BITARTRATE+AND+ACETAMINOPHEN
776,HYDROCODONE BITARTRATE AND HOMATROPINE METHYLBROMIDE,viewrating.asp?drug=40285&name=HYDROCODONE+BITARTRATE+AND+HOMATROPINE+METHYLBROMIDE
777,HYDROCORTISONE,viewrating.asp?drug=40247&name=HYDROCORTISONE
778,HYDROCORTONE,viewrating.asp?drug=8228&name=HYDROCORTONE
779,HYDRODIURIL,viewrating.asp?drug=11835&name=HYDRODIURIL
780,HYDROMORPHONE HCL,viewrating.asp?drug=74317&name=HYDROMORPHONE+HCL
781,HYDROPRES 25,viewrating.asp?drug=11958&name=HYDROPRES+25
782,HYDROXYCHLOROQUINE SULFATE,viewrating.asp?drug=40081&name=HYDROXYCHLOROQUINE+SULFATE
783,HYDROXYUREA,viewrating.asp?drug=74476&name=HYDROXYUREA
784,HYDROXYZINE HCL,viewrating.asp?drug=40010&name=HYDROXYZINE+HCL
785,HYDROXYZINE PAMOATE,viewrating.asp?drug=40156&name=HYDROXYZINE+PAMOATE
786,HYGROTON,viewrating.asp?drug=12283&name=HYGROTON
787,HYTRIN,viewrating.asp?drug=19057&name=HYTRIN
788,HYZAAR,viewrating.asp?drug=20387&name=HYZAAR
789,IBANDRONATE SODIUM,viewrating.asp?drug=78948&name=IBANDRONATE+SODIUM
790,IBU,viewrating.asp?drug=18197&name=IBU
791,IBUPROFEN,viewrating.asp?drug=70045&name=IBUPROFEN
792,ILOSONE,viewrating.asp?drug=50010&name=ILOSONE
793,ILOTYCIN,viewrating.asp?drug=50368&name=ILOTYCIN
794,IMBRUVICA,viewrating.asp?drug=205552&name=IMBRUVICA
795,IMDUR,viewrating.asp?drug=20225&name=IMDUR
796,IMIPRAMINE HCL,viewrating.asp?drug=81048&name=IMIPRAMINE+HCL
797,IMIQUIMOD,viewrating.asp?drug=78837&name=IMIQUIMOD
798,IMITREX,viewrating.asp?drug=20080&name=IMITREX
799,IMODIUM,viewrating.asp?drug=17694&name=IMODIUM
800,IMODIUM ADVANCED,viewrating.asp?drug=20606&name=IMODIUM+ADVANCED
801,IMPLANON,viewrating.asp?drug=21529&name=IMPLANON
802,IMURAN,viewrating.asp?drug=16324&name=IMURAN
803,INAPSINE,viewrating.asp?drug=16796&name=INAPSINE
804,INCIVEK,viewrating.asp?drug=201917&name=INCIVEK
805,INCRUSE ELLIPTA,viewrating.asp?drug=205382&name=INCRUSE+ELLIPTA
806,INDERAL,viewrating.asp?drug=16418&name=INDERAL
807,INDERAL LA,viewrating.asp?drug=18553&name=INDERAL+LA
808,INDOCIN,viewrating.asp?drug=16059&name=INDOCIN
809,INDOCIN I.V.,viewrating.asp?drug=18878&name=INDOCIN+I%2EV%2E
810,INDOCIN SR,viewrating.asp?drug=74464&name=INDOCIN+SR
811,INDO-LEMMON,viewrating.asp?drug=70266&name=INDO%2DLEMMON
812,INDOMETHACIN,viewrating.asp?drug=18829&name=INDOMETHACIN
813,INDOMETHACIN SODIUM,viewrating.asp?drug=78713&name=INDOMETHACIN+SODIUM
814,INDOMETHEGAN,viewrating.asp?drug=73314&name=INDOMETHEGAN
815,INNOPRAN XL,viewrating.asp?drug=21438&name=INNOPRAN+XL
816,INTAL,viewrating.asp?drug=18596&name=INTAL
817,INTELENCE,viewrating.asp?drug=22187&name=INTELENCE
818,INTROVALE,viewrating.asp?drug=79064&name=INTROVALE
819,INTUNIV,viewrating.asp?drug=22037&name=INTUNIV
820,INVANZ,viewrating.asp?drug=21337&name=INVANZ
821,INVEGA,viewrating.asp?drug=21999&name=INVEGA
822,INVEGA SUSTENNA,viewrating.asp?drug=22264&name=INVEGA+SUSTENNA
823,INVEGA TRINZA,viewrating.asp?drug=207946&name=INVEGA+TRINZA
824,INVOKANA,viewrating.asp?drug=204042&name=INVOKANA
825,IONAMIN,viewrating.asp?drug=11613&name=IONAMIN
826,IPRATROPIUM BROMIDE,viewrating.asp?drug=74755&name=IPRATROPIUM+BROMIDE
827,ISENTRESS,viewrating.asp?drug=22145&name=ISENTRESS
828,ISONIAZID,viewrating.asp?drug=8678&name=ISONIAZID
829,ISOPTIN,viewrating.asp?drug=18485&name=ISOPTIN
830,ISORDIL,viewrating.asp?drug=12093&name=ISORDIL
831,ISOSORBIDE MONONITRATE,viewrating.asp?drug=75037&name=ISOSORBIDE+MONONITRATE
832,ISRADIPINE,viewrating.asp?drug=77169&name=ISRADIPINE
833,IV PERSANTINE,viewrating.asp?drug=19817&name=IV+PERSANTINE
834,JANTOVEN,viewrating.asp?drug=40416&name=JANTOVEN
835,JANUMET,viewrating.asp?drug=22044&name=JANUMET
836,JANUMET XR,viewrating.asp?drug=202270&name=JANUMET+XR
837,JANUVIA,viewrating.asp?drug=21995&name=JANUVIA
838,JUBLIA,viewrating.asp?drug=203567&name=JUBLIA
839,JUNEL 1.5/30,viewrating.asp?drug=76381&name=JUNEL+1%2E5%2F30
840,JUNEL FE 1.5/30,viewrating.asp?drug=76064&name=JUNEL+FE+1%2E5%2F30
841,JUNEL FE 1/20,viewrating.asp?drug=76081&name=JUNEL+FE+1%2F20
842,KADCYLA,viewrating.asp?drug=125427&name=KADCYLA
843,KADIAN,viewrating.asp?drug=20616&name=KADIAN
844,KALETRA,viewrating.asp?drug=21226&name=KALETRA
845,KARIVA,viewrating.asp?drug=75863&name=KARIVA
846,KEFLEX,viewrating.asp?drug=50405&name=KEFLEX
847,KEFZOL,viewrating.asp?drug=61773&name=KEFZOL
848,KELNOR,viewrating.asp?drug=76785&name=KELNOR
849,KENALOG,viewrating.asp?drug=11600&name=KENALOG
850,KENALOG IN ORABASE,viewrating.asp?drug=12097&name=KENALOG+IN+ORABASE
851,KENALOG-10,viewrating.asp?drug=12041&name=KENALOG%2D10
852,KENALOG-40,viewrating.asp?drug=14901&name=KENALOG%2D40
853,KEPPRA,viewrating.asp?drug=21035&name=KEPPRA
854,KEPPRA XR,viewrating.asp?drug=22285&name=KEPPRA+XR
855,KERLONE,viewrating.asp?drug=19507&name=KERLONE
856,KETALAR,viewrating.asp?drug=16812&name=KETALAR
857,KETAMINE HYDROCHLORIDE,viewrating.asp?drug=74524&name=KETAMINE+HYDROCHLORIDE
858,KETEK,viewrating.asp?drug=21144&name=KETEK
859,KETOCONAZOLE,viewrating.asp?drug=74971&name=KETOCONAZOLE
860,KETOZOLE,viewrating.asp?drug=75638&name=KETOZOLE
861,KINERET,viewrating.asp?drug=103950&name=KINERET
862,KLARON,viewrating.asp?drug=19931&name=KLARON
863,KLONOPIN,viewrating.asp?drug=17533&name=KLONOPIN
864,KLONOPIN RAPIDLY DISINTEGRATING,viewrating.asp?drug=20813&name=KLONOPIN+RAPIDLY+DISINTEGRATING
865,KLOR-CON,viewrating.asp?drug=19123&name=KLOR%2DCON
866,KLOR-CON M20,viewrating.asp?drug=74726&name=KLOR%2DCON+M20
867,KOMBIGLYZE XR,viewrating.asp?drug=200678&name=KOMBIGLYZE+XR
868,KURVELO,viewrating.asp?drug=91408&name=KURVELO
869,KUVAN,viewrating.asp?drug=22181&name=KUVAN
870,KYTRIL,viewrating.asp?drug=20239&name=KYTRIL
871,LABETALOL HCL,viewrating.asp?drug=74787&name=LABETALOL+HCL
872,LAC-HYDRIN,viewrating.asp?drug=19155&name=LAC%2DHYDRIN
873,LACRISERT,viewrating.asp?drug=18771&name=LACRISERT
874,LACTULOSE,viewrating.asp?drug=73590&name=LACTULOSE
875,LAMICTAL,viewrating.asp?drug=20241&name=LAMICTAL
876,LAMICTAL CD,viewrating.asp?drug=20764&name=LAMICTAL+CD
877,LAMICTAL ODT,viewrating.asp?drug=22251&name=LAMICTAL+ODT
878,LAMICTAL XR,viewrating.asp?drug=22115&name=LAMICTAL+XR
879,LAMISIL,viewrating.asp?drug=20192&name=LAMISIL
880,LAMISIL AT,viewrating.asp?drug=21124&name=LAMISIL+AT
881,LAMOTRIGINE,viewrating.asp?drug=90401&name=LAMOTRIGINE
882,LANOXICAPS,viewrating.asp?drug=18118&name=LANOXICAPS
883,LANOXIN,viewrating.asp?drug=9330&name=LANOXIN
884,LANTUS,viewrating.asp?drug=21081&name=LANTUS
885,LARIAM,viewrating.asp?drug=19591&name=LARIAM
886,LARODOPA,viewrating.asp?drug=16912&name=LARODOPA
887,LASIX,viewrating.asp?drug=16273&name=LASIX
888,LASTACAFT,viewrating.asp?drug=22134&name=LASTACAFT
889,LATANOPROST,viewrating.asp?drug=91449&name=LATANOPROST
890,LATISSE,viewrating.asp?drug=22369&name=LATISSE
891,LATUDA,viewrating.asp?drug=200603&name=LATUDA
892,LAXILOSE,viewrating.asp?drug=73686&name=LAXILOSE
893,LEFLUNOMIDE,viewrating.asp?drug=77090&name=LEFLUNOMIDE
894,LESCOL,viewrating.asp?drug=20261&name=LESCOL
895,LESCOL XL,viewrating.asp?drug=21192&name=LESCOL+XL
896,LESSINA-28,viewrating.asp?drug=75803&name=LESSINA%2D28
897,LETROZOLE,viewrating.asp?drug=78190&name=LETROZOLE
898,LEUCOVORIN CALCIUM,viewrating.asp?drug=8107&name=LEUCOVORIN+CALCIUM
899,LEUPROLIDE ACETATE,viewrating.asp?drug=74728&name=LEUPROLIDE+ACETATE
900,LEVAQUIN,viewrating.asp?drug=20635&name=LEVAQUIN
901,LEVEMIR,viewrating.asp?drug=21536&name=LEVEMIR
902,LEVETIRACETAM,viewrating.asp?drug=78976&name=LEVETIRACETAM
903,LEVITRA,viewrating.asp?drug=21400&name=LEVITRA
904,LEVLITE,viewrating.asp?drug=20860&name=LEVLITE
905,LEVOBUNOLOL HYDROCHLORIDE,viewrating.asp?drug=74307&name=LEVOBUNOLOL+HYDROCHLORIDE
906,LEVO-DROMORAN,viewrating.asp?drug=8719&name=LEVO%2DDROMORAN
907,LEVOFLOXACIN,viewrating.asp?drug=202200&name=LEVOFLOXACIN
908,LEVONORGESTREL,viewrating.asp?drug=20627&name=LEVONORGESTREL
909,LEVORA 0.15/30-21,viewrating.asp?drug=73592&name=LEVORA+0%2E15%2F30%2D21
910,LEVORA 0.15/30-28,viewrating.asp?drug=73594&name=LEVORA+0%2E15%2F30%2D28
911,LEVORPHANOL TARTRATE,viewrating.asp?drug=74278&name=LEVORPHANOL+TARTRATE
912,LEVO-T,viewrating.asp?drug=21342&name=LEVO%2DT
913,LEVOTHROID,viewrating.asp?drug=21116&name=LEVOTHROID
914,LEVOTHYROXINE SODIUM,viewrating.asp?drug=76752&name=LEVOTHYROXINE+SODIUM
915,LEVOXYL,viewrating.asp?drug=21301&name=LEVOXYL
916,LEVULAN,viewrating.asp?drug=20965&name=LEVULAN
917,LEXAPRO,viewrating.asp?drug=21440&name=LEXAPRO
918,LEXXEL,viewrating.asp?drug=20668&name=LEXXEL
919,LIALDA,viewrating.asp?drug=22000&name=LIALDA
920,LIBRIUM,viewrating.asp?drug=12301&name=LIBRIUM
921,LIDEX,viewrating.asp?drug=16908&name=LIDEX
922,LIDOCAINE,viewrating.asp?drug=20575&name=LIDOCAINE
923,LIDOCAINE HCL,viewrating.asp?drug=40013&name=LIDOCAINE+HCL
924,LIDOCAINE HCL VISCOUS,viewrating.asp?drug=86578&name=LIDOCAINE+HCL+VISCOUS
925,LIDOCAINE HYDROCHLORIDE PRESERVATIVE FREE IN PLASTIC CONTAINER,viewrating.asp?drug=40302&name=LIDOCAINE+HYDROCHLORIDE+PRESERVATIVE+FREE+IN+PLASTIC+CONTAINER
926,LIDODERM,viewrating.asp?drug=20612&name=LIDODERM
927,LIMBITROL,viewrating.asp?drug=16949&name=LIMBITROL
928,LINCOCIN,viewrating.asp?drug=50317&name=LINCOCIN
929,LINZESS,viewrating.asp?drug=202811&name=LINZESS
930,LIORESAL,viewrating.asp?drug=17851&name=LIORESAL
931,LIOTHYRONINE SODIUM,viewrating.asp?drug=76923&name=LIOTHYRONINE+SODIUM
932,LIPITOR,viewrating.asp?drug=20702&name=LIPITOR
933,LIPOFEN,viewrating.asp?drug=21612&name=LIPOFEN
934,LISINOPRIL,viewrating.asp?drug=76180&name=LISINOPRIL
935,LISINOPRIL AND HYDROCHLOROTHIAZIDE,viewrating.asp?drug=76230&name=LISINOPRIL+AND+HYDROCHLOROTHIAZIDE
936,LITHIUM CARBONATE,viewrating.asp?drug=16834&name=LITHIUM+CARBONATE
937,LITHIUM CITRATE,viewrating.asp?drug=18421&name=LITHIUM+CITRATE
938,LITHOBID,viewrating.asp?drug=18027&name=LITHOBID
939,LIVALO,viewrating.asp?drug=22363&name=LIVALO
940,LO LOESTRIN FE,viewrating.asp?drug=22501&name=LO+LOESTRIN+FE
941,LO/OVRAL,viewrating.asp?drug=17612&name=LO%2FOVRAL
942,LO/OVRAL-28,viewrating.asp?drug=17802&name=LO%2FOVRAL%2D28
943,LODINE,viewrating.asp?drug=18922&name=LODINE
944,LODINE XL,viewrating.asp?drug=20584&name=LODINE+XL
945,LOESTRIN 21 1.5/30,viewrating.asp?drug=17875&name=LOESTRIN+21+1%2E5%2F30
946,LOESTRIN 21 1/20,viewrating.asp?drug=17876&name=LOESTRIN+21+1%2F20
947,LOESTRIN 24 FE,viewrating.asp?drug=21871&name=LOESTRIN+24+FE
948,LOESTRIN FE 1.5/30,viewrating.asp?drug=17355&name=LOESTRIN+FE+1%2E5%2F30
949,LOESTRIN FE 1/20,viewrating.asp?drug=17354&name=LOESTRIN+FE+1%2F20
950,LOMOTIL,viewrating.asp?drug=12462&name=LOMOTIL
951,LONITEN,viewrating.asp?drug=18154&name=LONITEN
952,LONOX,viewrating.asp?drug=85311&name=LONOX
953,LOPID,viewrating.asp?drug=18422&name=LOPID
954,LOPRESSOR,viewrating.asp?drug=17963&name=LOPRESSOR
955,LOPRESSOR HCT,viewrating.asp?drug=18303&name=LOPRESSOR+HCT
956,LOPROX,viewrating.asp?drug=18748&name=LOPROX
957,LORABID,viewrating.asp?drug=50667&name=LORABID
958,LORATADINE,viewrating.asp?drug=21734&name=LORATADINE
959,LORATADINE AND PSEUDOEPHEDRINE SULFATE,viewrating.asp?drug=75989&name=LORATADINE+AND+PSEUDOEPHEDRINE+SULFATE
960,LORAZEPAM,viewrating.asp?drug=71086&name=LORAZEPAM
961,LORAZEPAM INTENSOL,viewrating.asp?drug=72755&name=LORAZEPAM+INTENSOL
962,LORCET-HD,viewrating.asp?drug=87336&name=LORCET%2DHD
963,LORTAB,viewrating.asp?drug=40099&name=LORTAB
964,LORYNA,viewrating.asp?drug=79221&name=LORYNA
965,LOSARTAN POTASSIUM,viewrating.asp?drug=90467&name=LOSARTAN+POTASSIUM
966,LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE,viewrating.asp?drug=77948&name=LOSARTAN+POTASSIUM+AND+HYDROCHLOROTHIAZIDE
967,LOSEASONIQUE,viewrating.asp?drug=22262&name=LOSEASONIQUE
968,LOTEMAX,viewrating.asp?drug=20583&name=LOTEMAX
969,LOTENSIN,viewrating.asp?drug=19851&name=LOTENSIN
970,LOTENSIN HCT,viewrating.asp?drug=20033&name=LOTENSIN+HCT
971,LOTREL,viewrating.asp?drug=20364&name=LOTREL
972,LOTRIMIN,viewrating.asp?drug=17613&name=LOTRIMIN
973,LOTRISONE,viewrating.asp?drug=18827&name=LOTRISONE
974,LOTRONEX,viewrating.asp?drug=21107&name=LOTRONEX
975,LOVASTATIN,viewrating.asp?drug=75828&name=LOVASTATIN
976,LOVAZA,viewrating.asp?drug=21654&name=LOVAZA
977,LOVENOX (PRESERVATIVE FREE),viewrating.asp?drug=20164&name=LOVENOX+%28PRESERVATIVE+FREE%29
978,LOW-OGESTREL-21,viewrating.asp?drug=75288&name=LOW%2DOGESTREL%2D21
979,LOXAPINE SUCCINATE,viewrating.asp?drug=72062&name=LOXAPINE+SUCCINATE
980,LOXITANE,viewrating.asp?drug=17525&name=LOXITANE
981,LOZOL,viewrating.asp?drug=18538&name=LOZOL
982,LUCENTIS,viewrating.asp?drug=125156&name=LUCENTIS
983,LUDIOMIL,viewrating.asp?drug=17543&name=LUDIOMIL
984,LUMIGAN,viewrating.asp?drug=21275&name=LUMIGAN
985,LUNELLE,viewrating.asp?drug=20874&name=LUNELLE
986,LUNESTA,viewrating.asp?drug=21476&name=LUNESTA
987,LUPRON,viewrating.asp?drug=19010&name=LUPRON
988,LUPRON DEPOT,viewrating.asp?drug=19732&name=LUPRON+DEPOT
989,LUPRON DEPOT,viewrating.asp?drug=20517&name=LUPRON+DEPOT
990,LUPRON DEPOT-3,viewrating.asp?drug=20708&name=LUPRON+DEPOT%2D3
991,LUPRON DEPOT-PED,viewrating.asp?drug=20263&name=LUPRON+DEPOT%2DPED
992,LUVOX,viewrating.asp?drug=20243&name=LUVOX
993,LUVOX CR,viewrating.asp?drug=22033&name=LUVOX+CR
994,LUXIQ,viewrating.asp?drug=20934&name=LUXIQ
995,LYBREL,viewrating.asp?drug=21864&name=LYBREL
996,LYRICA,viewrating.asp?drug=21723&name=LYRICA
997,LYSTEDA,viewrating.asp?drug=22430&name=LYSTEDA
998,MACROBID,viewrating.asp?drug=20064&name=MACROBID
999,MACRODANTIN,viewrating.asp?drug=16620&name=MACRODANTIN
1000,MAGNESIUM SULFATE,viewrating.asp?drug=19316&name=MAGNESIUM+SULFATE
1001,MAKENA,viewrating.asp?drug=21945&name=MAKENA
1002,MALARONE,viewrating.asp?drug=21078&name=MALARONE
1003,MARINOL,viewrating.asp?drug=18651&name=MARINOL
1004,MARLISSA,viewrating.asp?drug=91452&name=MARLISSA
1005,MARPLAN,viewrating.asp?drug=11961&name=MARPLAN
1006,MAVIK,viewrating.asp?drug=20528&name=MAVIK
1007,MAXAIR,viewrating.asp?drug=19009&name=MAXAIR
1008,MAXALT,viewrating.asp?drug=20864&name=MAXALT
1009,MAXALT-MLT,viewrating.asp?drug=20865&name=MAXALT%2DMLT
1010,MAXITROL,viewrating.asp?drug=50023&name=MAXITROL
1011,MAXZIDE,viewrating.asp?drug=19129&name=MAXZIDE
1012,MECLIZINE HCL,viewrating.asp?drug=40179&name=MECLIZINE+HCL
1013,MECLIZINE HYDROCHLORIDE,viewrating.asp?drug=200294&name=MECLIZINE+HYDROCHLORIDE
1014,MECLOFENAMATE SODIUM,viewrating.asp?drug=71080&name=MECLOFENAMATE+SODIUM
1015,MEDIHALER-ISO,viewrating.asp?drug=10375&name=MEDIHALER%2DISO
1016,MEDROL,viewrating.asp?drug=11153&name=MEDROL
1017,MEDROL ACETATE,viewrating.asp?drug=12421&name=MEDROL+ACETATE
1018,MEDROXYPROGESTERONE ACETATE,viewrating.asp?drug=40159&name=MEDROXYPROGESTERONE+ACETATE
1019,MEGACE,viewrating.asp?drug=16979&name=MEGACE
1020,MEGACE ES,viewrating.asp?drug=21778&name=MEGACE+ES
1021,MEGESTROL ACETATE,viewrating.asp?drug=72422&name=MEGESTROL+ACETATE
1022,MELLARIL-S,viewrating.asp?drug=17923&name=MELLARIL%2DS
1023,MELOXICAM,viewrating.asp?drug=77938&name=MELOXICAM
1024,MENEST,viewrating.asp?drug=84948&name=MENEST
1025,MENOPUR,viewrating.asp?drug=21663&name=MENOPUR
1026,MENTAX,viewrating.asp?drug=20524&name=MENTAX
1027,MEPERGAN,viewrating.asp?drug=11730&name=MEPERGAN
1028,MEPRON,viewrating.asp?drug=20259&name=MEPRON
1029,MERCAPTOPURINE,viewrating.asp?drug=40594&name=MERCAPTOPURINE
1030,MERIDIA,viewrating.asp?drug=20632&name=MERIDIA
1031,MERREM,viewrating.asp?drug=50706&name=MERREM
1032,MESTINON,viewrating.asp?drug=9829&name=MESTINON
1033,METADATE CD,viewrating.asp?drug=21259&name=METADATE+CD
1034,METADATE ER,viewrating.asp?drug=40306&name=METADATE+ER
1035,METASTRON,viewrating.asp?drug=20134&name=METASTRON
1036,METFORMIN HYDROCHLORIDE,viewrating.asp?drug=76450&name=METFORMIN+HYDROCHLORIDE
1037,METHADONE HYDROCHLORIDE,viewrating.asp?drug=6383&name=METHADONE+HYDROCHLORIDE
1038,METHADONE HYDROCHLORIDE INTENSOL,viewrating.asp?drug=89897&name=METHADONE+HYDROCHLORIDE+INTENSOL
1039,METHADOSE,viewrating.asp?drug=17116&name=METHADOSE
1040,METHAMPHETAMINE HCL,viewrating.asp?drug=84931&name=METHAMPHETAMINE+HCL
1041,METHERGINE,viewrating.asp?drug=6035&name=METHERGINE
1042,METHIMAZOLE,viewrating.asp?drug=40320&name=METHIMAZOLE
1043,METHOCARBAMOL,viewrating.asp?drug=84276&name=METHOCARBAMOL
1044,METHOTREXATE,viewrating.asp?drug=40263&name=METHOTREXATE
1045,METHOTREXATE PRESERVATIVE FREE,viewrating.asp?drug=40265&name=METHOTREXATE+PRESERVATIVE+FREE
1046,METHOTREXATE SODIUM,viewrating.asp?drug=8085&name=METHOTREXATE+SODIUM
1047,METHSCOPOLAMINE BROMIDE,viewrating.asp?drug=80970&name=METHSCOPOLAMINE+BROMIDE
1048,METHYLDOPA,viewrating.asp?drug=18934&name=METHYLDOPA
1049,METHYLIN,viewrating.asp?drug=21419&name=METHYLIN
1050,METHYLIN ER,viewrating.asp?drug=75629&name=METHYLIN+ER
1051,METHYLPHENIDATE HCL,viewrating.asp?drug=40220&name=METHYLPHENIDATE+HCL
1052,METHYLPREDNISOLONE,viewrating.asp?drug=40189&name=METHYLPREDNISOLONE
1053,METHYLPREDNISOLONE ACETATE,viewrating.asp?drug=85600&name=METHYLPREDNISOLONE+ACETATE
1054,METICORTEN,viewrating.asp?drug=9766&name=METICORTEN
1055,METIMYD,viewrating.asp?drug=10210&name=METIMYD
1056,METOCLOPRAMIDE,viewrating.asp?drug=74703&name=METOCLOPRAMIDE
1057,METOCLOPRAMIDE HCL,viewrating.asp?drug=70184&name=METOCLOPRAMIDE+HCL
1058,METOLAZONE,viewrating.asp?drug=76698&name=METOLAZONE
1059,METOPROLOL SUCCINATE,viewrating.asp?drug=76640&name=METOPROLOL+SUCCINATE
1060,METOPROLOL TARTRATE,viewrating.asp?drug=73288&name=METOPROLOL+TARTRATE
1061,METOPROLOL TARTRATE AND HYDROCHLOROTHIAZIDE,viewrating.asp?drug=76792&name=METOPROLOL+TARTRATE+AND+HYDROCHLOROTHIAZIDE
1062,METRO I.V.,viewrating.asp?drug=18674&name=METRO+I%2EV%2E
1063,METROGEL,viewrating.asp?drug=19737&name=METROGEL
1064,METROGEL-VAGINAL,viewrating.asp?drug=20208&name=METROGEL%2DVAGINAL
1065,METROLOTION,viewrating.asp?drug=20901&name=METROLOTION
1066,METROMIDOL,viewrating.asp?drug=74523&name=METROMIDOL
1067,METRONIDAZOLE,viewrating.asp?drug=18517&name=METRONIDAZOLE
1068,METRONIDAZOLE IN PLASTIC CONTAINER,viewrating.asp?drug=18890&name=METRONIDAZOLE+IN+PLASTIC+CONTAINER
1069,MEVACOR,viewrating.asp?drug=19643&name=MEVACOR
1070,MEXATE-AQ,viewrating.asp?drug=88760&name=MEXATE%2DAQ
1071,MEXILETINE HYDROCHLORIDE,viewrating.asp?drug=74377&name=MEXILETINE+HYDROCHLORIDE
1072,MEXITIL,viewrating.asp?drug=18873&name=MEXITIL
1073,MIACALCIN,viewrating.asp?drug=17808&name=MIACALCIN
